kepid,kepid_count,koi_disposition
10351231,1,CONFIRMED
10482160,1,CONFIRMED
8017703,3,CONFIRMED
8017703,3,CONFIRMED
8017703,3,CONFIRMED
3859628,1,CONFIRMED
4061149,1,CONFIRMED
8742590,1,CONFIRMED
10794087,1,CONFIRMED
6946199,1,CONFIRMED
7287415,1,CONFIRMED
6766634,1,CONFIRMED
8935810,1,CONFIRMED
9269281,1,CONFIRMED
9150827,1,CONFIRMED
8022244,2,CONFIRMED
8022244,2,CONFIRMED
11030711,1,CONFIRMED
11599038,3,CONFIRMED
12406749,1,CONFIRMED
9823487,1,CONFIRMED
11821363,1,CONFIRMED
5031857,1,CONFIRMED
5542466,1,CONFIRMED
10028140,1,CONFIRMED
4860678,1,CONFIRMED
11046025,1,CONFIRMED
8037145,4,CONFIRMED
8037145,4,CONFIRMED
8037145,4,CONFIRMED
8037145,4,CONFIRMED
11177543,1,CONFIRMED
11337141,1,CONFIRMED
4650733,1,CONFIRMED
5195172,1,CONFIRMED
6049190,1,CONFIRMED
7386827,1,CONFIRMED
9836959,1,CONFIRMED
10015937,1,CONFIRMED
8651389,1,CONFIRMED
7761918,1,CONFIRMED
8806123,2,CONFIRMED
8806123,2,CONFIRMED
7779077,1,CONFIRMED
11297236,1,CONFIRMED
4149450,1,CONFIRMED
3098810,1,CONFIRMED
5695524,1,CONFIRMED
3629967,1,CONFIRMED
10074466,1,CONFIRMED
2438513,2,CONFIRMED
7948784,1,CONFIRMED
9244756,1,CONFIRMED
9941859,3,CONFIRMED
9941859,3,CONFIRMED
9941859,3,CONFIRMED
7289577,1,CONFIRMED
6862721,1,CONFIRMED
8142942,1,CONFIRMED
6061773,1,CONFIRMED
8578780,1,CONFIRMED
10480915,1,CONFIRMED
3448130,1,CONFIRMED
10134152,1,CONFIRMED
9279354,1,CONFIRMED
6342333,1,CONFIRMED
10554999,2,CONFIRMED
10554999,2,CONFIRMED
9472000,1,CONFIRMED
7097965,1,CONFIRMED
3967326,1,CONFIRMED
5705819,1,CONFIRMED
9307509,1,CONFIRMED
4140813,1,CONFIRMED
8591693,1,CONFIRMED
9405595,1,CONFIRMED
2161536,1,CONFIRMED
12505076,1,CONFIRMED
8644288,3,CONFIRMED
8644288,3,CONFIRMED
8644288,3,CONFIRMED
11669239,2,CONFIRMED
11669239,2,CONFIRMED
5211199,1,CONFIRMED
4173026,2,CONFIRMED
4173026,2,CONFIRMED
8261920,2,CONFIRMED
8261920,2,CONFIRMED
8591173,1,CONFIRMED
5601258,1,CONFIRMED
11705004,1,CONFIRMED
8494542,1,CONFIRMED
4248120,1,CONFIRMED
5357545,1,CONFIRMED
11823054,2,CONFIRMED
11823054,2,CONFIRMED
2854181,1,CONFIRMED
5005121,1,CONFIRMED
5125347,1,CONFIRMED
11030475,1,CONFIRMED
5942808,2,CONFIRMED
5942808,2,CONFIRMED
8126558,1,CONFIRMED
12121570,1,CONFIRMED
8410415,1,CONFIRMED
5342473,1,CONFIRMED
9963265,1,CONFIRMED
12058931,2,CONFIRMED
12058931,2,CONFIRMED
10874215,1,CONFIRMED
11718144,1,CONFIRMED
6062929,1,CONFIRMED
9003401,1,CONFIRMED
5978559,1,CONFIRMED
7120108,1,CONFIRMED
11192235,1,CONFIRMED
5534941,1,CONFIRMED
1872821,1,CONFIRMED
12505654,1,CONFIRMED
4270253,2,CONFIRMED
4270253,2,CONFIRMED
5716932,1,CONFIRMED
11566256,1,CONFIRMED
7987866,1,CONFIRMED
9086251,1,CONFIRMED
4665571,2,CONFIRMED
4665571,2,CONFIRMED
8073806,1,CONFIRMED
5621586,1,CONFIRMED
9210387,1,CONFIRMED
5042210,1,CONFIRMED
11818607,1,CONFIRMED
7445445,3,CONFIRMED
7445445,3,CONFIRMED
7445445,3,CONFIRMED
6149910,1,CONFIRMED
5436013,1,CONFIRMED
6846911,1,CONFIRMED
5963582,1,CONFIRMED
2718778,1,CONFIRMED
3122913,1,CONFIRMED
8631504,1,CONFIRMED
8379705,1,CONFIRMED
9177629,1,CONFIRMED
5942949,1,CONFIRMED
8008206,2,CONFIRMED
8008206,2,CONFIRMED
7879433,1,CONFIRMED
9205907,1,CONFIRMED
5174858,1,CONFIRMED
9635606,1,CONFIRMED
1849702,1,CONFIRMED
6183511,1,CONFIRMED
12469800,1,CONFIRMED
4484336,1,CONFIRMED
9832208,1,CONFIRMED
9896018,2,CONFIRMED
9896018,2,CONFIRMED
8120608,5,CONFIRMED
8120608,5,CONFIRMED
8120608,5,CONFIRMED
8120608,5,CONFIRMED
8120608,5,CONFIRMED
11818872,1,CONFIRMED
11771430,1,CONFIRMED
11465950,1,CONFIRMED
7584650,1,CONFIRMED
6198182,1,CONFIRMED
6211812,1,CONFIRMED
8547429,1,CONFIRMED
7762723,1,CONFIRMED
7826659,1,CONFIRMED
7202957,2,CONFIRMED
7202957,2,CONFIRMED
8193178,2,CONFIRMED
8193178,2,CONFIRMED
5369827,1,CONFIRMED
3346154,1,CONFIRMED
7659389,1,CONFIRMED
9472074,1,CONFIRMED
7877978,1,CONFIRMED
11874577,1,CONFIRMED
5905822,1,CONFIRMED
9898447,1,CONFIRMED
8263545,1,CONFIRMED
6197215,1,CONFIRMED
8344004,2,CONFIRMED
8344004,2,CONFIRMED
5436338,1,CONFIRMED
8758204,1,CONFIRMED
7749773,1,CONFIRMED
6606438,1,CONFIRMED
7463685,1,CONFIRMED
10332213,1,CONFIRMED
4385148,1,CONFIRMED
8617363,1,CONFIRMED
6356692,1,CONFIRMED
5980783,1,CONFIRMED
8355239,2,CONFIRMED
8355239,2,CONFIRMED
5450893,1,CONFIRMED
8360640,1,CONFIRMED
6636320,1,CONFIRMED
8709688,1,CONFIRMED
11618601,2,CONFIRMED
11618601,2,CONFIRMED
11137180,1,CONFIRMED
5092266,1,CONFIRMED
4067925,1,CONFIRMED
3328080,1,CONFIRMED
2715695,1,CONFIRMED
2571238,1,CONFIRMED
8616637,2,CONFIRMED
8616637,2,CONFIRMED
8430964,1,CONFIRMED
9020114,1,CONFIRMED
6609270,2,CONFIRMED
12406807,1,CONFIRMED
12352520,1,CONFIRMED
9650989,1,CONFIRMED
3756264,1,CONFIRMED
10252275,2,CONFIRMED
10252275,2,CONFIRMED
6945786,1,CONFIRMED
9020160,3,CONFIRMED
9020160,3,CONFIRMED
9020160,3,CONFIRMED
5978170,1,CONFIRMED
6153407,1,CONFIRMED
9569711,1,CONFIRMED
8620402,1,CONFIRMED
3544640,1,CONFIRMED
8331612,1,CONFIRMED
10922659,1,CONFIRMED
8824737,1,CONFIRMED
6779726,1,CONFIRMED
8078502,1,CONFIRMED
9146018,3,CONFIRMED
9146018,3,CONFIRMED
9146018,3,CONFIRMED
3745559,1,CONFIRMED
9117416,2,CONFIRMED
9117416,2,CONFIRMED
2717158,1,CONFIRMED
5213230,1,CONFIRMED
7288444,1,CONFIRMED
8880123,1,CONFIRMED
8231667,1,CONFIRMED
6058816,1,CONFIRMED
3440118,1,CONFIRMED
10363115,1,CONFIRMED
9782691,2,CONFIRMED
9782691,2,CONFIRMED
4947556,2,CONFIRMED
7679812,1,CONFIRMED
5773121,1,CONFIRMED
4814502,1,CONFIRMED
1718958,1,CONFIRMED
4673628,1,CONFIRMED
8686373,1,CONFIRMED
5530112,1,CONFIRMED
5906694,1,CONFIRMED
5688683,2,CONFIRMED
10600261,3,CONFIRMED
10600261,3,CONFIRMED
10600261,3,CONFIRMED
8951205,1,CONFIRMED
11465651,1,CONFIRMED
8439323,1,CONFIRMED
5881120,1,CONFIRMED
4078311,1,CONFIRMED
6752002,1,CONFIRMED
7257966,1,CONFIRMED
6879171,1,CONFIRMED
10525049,1,CONFIRMED
7450747,1,CONFIRMED
10656823,2,CONFIRMED
10656823,2,CONFIRMED
7103919,1,CONFIRMED
5095082,1,CONFIRMED
8087812,1,CONFIRMED
9702006,1,CONFIRMED
7703882,1,CONFIRMED
5308537,1,CONFIRMED
11718389,1,CONFIRMED
10604592,1,CONFIRMED
6276791,1,CONFIRMED
8636600,1,CONFIRMED
6587002,3,CONFIRMED
6587002,3,CONFIRMED
6587002,3,CONFIRMED
9898017,1,CONFIRMED
4545570,1,CONFIRMED
5003670,1,CONFIRMED
10220837,1,CONFIRMED
11519187,1,CONFIRMED
2857607,1,CONFIRMED
5962262,1,CONFIRMED
7778621,1,CONFIRMED
9021075,1,CONFIRMED
11513486,1,CONFIRMED
12068975,4,CONFIRMED
12068975,4,CONFIRMED
12068975,4,CONFIRMED
12068975,4,CONFIRMED
4735826,1,CONFIRMED
1161345,1,CONFIRMED
10736489,1,CONFIRMED
8873450,1,CONFIRMED
11138155,1,CONFIRMED
1717722,1,CONFIRMED
2832589,1,CONFIRMED
3229150,1,CONFIRMED
3541946,3,CONFIRMED
3541946,3,CONFIRMED
3541946,3,CONFIRMED
3559860,2,CONFIRMED
3634051,1,CONFIRMED
4548098,1,CONFIRMED
4857058,2,CONFIRMED
5531953,1,CONFIRMED
6697605,1,CONFIRMED
7285757,1,CONFIRMED
7376983,4,CONFIRMED
7376983,4,CONFIRMED
7376983,4,CONFIRMED
7376983,4,CONFIRMED
7983117,1,CONFIRMED
8162789,1,CONFIRMED
5113822,2,CONFIRMED
5113822,2,CONFIRMED
8456679,2,CONFIRMED
8456679,2,CONFIRMED
8804283,2,CONFIRMED
8804283,2,CONFIRMED
8827575,1,CONFIRMED
8890924,2,CONFIRMED
9602613,1,CONFIRMED
9634821,1,CONFIRMED
9758089,2,CONFIRMED
9758089,2,CONFIRMED
9785921,2,CONFIRMED
10387742,2,CONFIRMED
10843431,1,CONFIRMED
6850504,5,CONFIRMED
6850504,5,CONFIRMED
6850504,5,CONFIRMED
6850504,5,CONFIRMED
6850504,5,CONFIRMED
5941160,2,CONFIRMED
5941160,2,CONFIRMED
11752906,2,CONFIRMED
11752906,2,CONFIRMED
12061969,2,CONFIRMED
12061969,2,CONFIRMED
9653622,1,CONFIRMED
5966154,2,CONFIRMED
5966154,2,CONFIRMED
6020753,2,CONFIRMED
6020753,2,CONFIRMED
6062088,3,CONFIRMED
6062088,3,CONFIRMED
6062088,3,CONFIRMED
6347299,2,CONFIRMED
6347299,2,CONFIRMED
6425957,2,CONFIRMED
6425957,2,CONFIRMED
6442340,3,CONFIRMED
6442340,3,CONFIRMED
6442340,3,CONFIRMED
6685609,3,CONFIRMED
6685609,3,CONFIRMED
6685609,3,CONFIRMED
7040629,4,CONFIRMED
7040629,4,CONFIRMED
7040629,4,CONFIRMED
7040629,4,CONFIRMED
7115785,3,CONFIRMED
7115785,3,CONFIRMED
3632418,1,CONFIRMED
7447200,2,CONFIRMED
7447200,2,CONFIRMED
7509886,2,CONFIRMED
7509886,2,CONFIRMED
7515212,2,CONFIRMED
7515212,2,CONFIRMED
8557374,2,CONFIRMED
8557374,2,CONFIRMED
8738735,2,CONFIRMED
8738735,2,CONFIRMED
8962094,4,CONFIRMED
8962094,4,CONFIRMED
8962094,4,CONFIRMED
8962094,4,CONFIRMED
9530945,2,CONFIRMED
9530945,2,CONFIRMED
9590976,3,CONFIRMED
9590976,3,CONFIRMED
9590976,3,CONFIRMED
9597345,3,CONFIRMED
9597345,3,CONFIRMED
9597345,3,CONFIRMED
9884104,3,CONFIRMED
9884104,3,CONFIRMED
9884104,3,CONFIRMED
10593626,1,CONFIRMED
9950612,4,CONFIRMED
9950612,4,CONFIRMED
9950612,4,CONFIRMED
9950612,4,CONFIRMED
9963524,4,CONFIRMED
9963524,4,CONFIRMED
9963524,4,CONFIRMED
9963524,4,CONFIRMED
10002866,3,CONFIRMED
10002866,3,CONFIRMED
10002866,3,CONFIRMED
10227020,4,CONFIRMED
10227020,4,CONFIRMED
10227020,4,CONFIRMED
10227020,4,CONFIRMED
10271806,4,CONFIRMED
10271806,4,CONFIRMED
10271806,4,CONFIRMED
10271806,4,CONFIRMED
10340423,2,CONFIRMED
10340423,2,CONFIRMED
10601284,3,CONFIRMED
10601284,3,CONFIRMED
10601284,3,CONFIRMED
10797460,2,CONFIRMED
10797460,2,CONFIRMED
10872983,3,CONFIRMED
10872983,3,CONFIRMED
10872983,3,CONFIRMED
10910878,3,CONFIRMED
10910878,3,CONFIRMED
10910878,3,CONFIRMED
11512246,3,CONFIRMED
11512246,3,CONFIRMED
11512246,3,CONFIRMED
11018648,2,CONFIRMED
11018648,2,CONFIRMED
12066335,2,CONFIRMED
12066335,2,CONFIRMED
12366084,2,CONFIRMED
12366084,2,CONFIRMED
12470844,2,CONFIRMED
12470844,2,CONFIRMED
3342970,2,CONFIRMED
3342970,2,CONFIRMED
4139816,4,CONFIRMED
4139816,4,CONFIRMED
4139816,4,CONFIRMED
4139816,4,CONFIRMED
4725681,2,CONFIRMED
4725681,2,CONFIRMED
5252423,2,CONFIRMED
5252423,2,CONFIRMED
5436502,5,CONFIRMED
5436502,5,CONFIRMED
5436502,5,CONFIRMED
5436502,5,CONFIRMED
5436502,5,CONFIRMED
5456651,2,CONFIRMED
5456651,2,CONFIRMED
3231341,4,CONFIRMED
3231341,4,CONFIRMED
3231341,4,CONFIRMED
3231341,4,CONFIRMED
5531576,2,CONFIRMED
5531576,2,CONFIRMED
5794379,2,CONFIRMED
5794379,2,CONFIRMED
6428700,2,CONFIRMED
6428700,2,CONFIRMED
6587280,2,CONFIRMED
6587280,2,CONFIRMED
6849310,3,CONFIRMED
6849310,3,CONFIRMED
6849310,3,CONFIRMED
6948054,4,CONFIRMED
6948054,4,CONFIRMED
6948054,4,CONFIRMED
6948054,4,CONFIRMED
7134976,2,CONFIRMED
7134976,2,CONFIRMED
7434875,3,CONFIRMED
7434875,3,CONFIRMED
7434875,3,CONFIRMED
7825899,2,CONFIRMED
7825899,2,CONFIRMED
7907423,3,CONFIRMED
7907423,3,CONFIRMED
7907423,3,CONFIRMED
4349452,2,CONFIRMED
4349452,2,CONFIRMED
8226994,3,CONFIRMED
8226994,3,CONFIRMED
8226994,3,CONFIRMED
8247638,4,CONFIRMED
8247638,4,CONFIRMED
8247638,4,CONFIRMED
8247638,4,CONFIRMED
8505670,2,CONFIRMED
8505670,2,CONFIRMED
8689373,3,CONFIRMED
8689373,3,CONFIRMED
8689373,3,CONFIRMED
9334289,3,CONFIRMED
9334289,3,CONFIRMED
9334289,3,CONFIRMED
9415172,3,CONFIRMED
9415172,3,CONFIRMED
9415172,3,CONFIRMED
9466668,4,CONFIRMED
9466668,4,CONFIRMED
9466668,4,CONFIRMED
9466668,4,CONFIRMED
9480189,3,CONFIRMED
9480189,3,CONFIRMED
9480189,3,CONFIRMED
9775938,2,CONFIRMED
9775938,2,CONFIRMED
9823457,2,CONFIRMED
9823457,2,CONFIRMED
9757613,4,CONFIRMED
9757613,4,CONFIRMED
9757613,4,CONFIRMED
9757613,4,CONFIRMED
2854698,2,CONFIRMED
2854698,2,CONFIRMED
2302548,2,CONFIRMED
2302548,2,CONFIRMED
1718189,3,CONFIRMED
1718189,3,CONFIRMED
2165002,2,CONFIRMED
2165002,2,CONFIRMED
1871056,2,CONFIRMED
1871056,2,CONFIRMED
5956342,4,CONFIRMED
5956342,4,CONFIRMED
5956342,4,CONFIRMED
5956342,4,CONFIRMED
8240904,2,CONFIRMED
8240904,2,CONFIRMED
10166274,3,CONFIRMED
10166274,3,CONFIRMED
10166274,3,CONFIRMED
2854914,2,CONFIRMED
2854914,2,CONFIRMED
6359320,2,CONFIRMED
6359320,2,CONFIRMED
5792202,5,CONFIRMED
5792202,5,CONFIRMED
5792202,5,CONFIRMED
8410727,2,CONFIRMED
8410727,2,CONFIRMED
8280511,3,CONFIRMED
8280511,3,CONFIRMED
8280511,3,CONFIRMED
10426656,3,CONFIRMED
10426656,3,CONFIRMED
10426656,3,CONFIRMED
10468940,2,CONFIRMED
10468940,2,CONFIRMED
3348082,3,CONFIRMED
3348082,3,CONFIRMED
3447722,3,CONFIRMED
3447722,3,CONFIRMED
3447722,3,CONFIRMED
3962243,3,CONFIRMED
3962243,3,CONFIRMED
3962243,3,CONFIRMED
3939150,2,CONFIRMED
3939150,2,CONFIRMED
3640905,2,CONFIRMED
3640905,2,CONFIRMED
6677841,3,CONFIRMED
6677841,3,CONFIRMED
6677841,3,CONFIRMED
6949607,2,CONFIRMED
6949607,2,CONFIRMED
6690082,2,CONFIRMED
6690082,2,CONFIRMED
8630788,3,CONFIRMED
8630788,3,CONFIRMED
8630788,3,CONFIRMED
8609450,5,CONFIRMED
8609450,5,CONFIRMED
8609450,5,CONFIRMED
8609450,5,CONFIRMED
10604335,2,CONFIRMED
10604335,2,CONFIRMED
10538176,2,CONFIRMED
10538176,2,CONFIRMED
10730034,2,CONFIRMED
10730034,2,CONFIRMED
10858691,4,CONFIRMED
10858691,4,CONFIRMED
10858691,4,CONFIRMED
10858691,4,CONFIRMED
10973814,2,CONFIRMED
10973814,2,CONFIRMED
4455231,3,CONFIRMED
4455231,3,CONFIRMED
4455231,3,CONFIRMED
7303287,3,CONFIRMED
7303287,3,CONFIRMED
7303287,3,CONFIRMED
10358759,2,CONFIRMED
10358759,2,CONFIRMED
7102227,3,CONFIRMED
7102227,3,CONFIRMED
7102227,3,CONFIRMED
6936909,2,CONFIRMED
6936909,2,CONFIRMED
6962977,5,CONFIRMED
6962977,5,CONFIRMED
6962977,5,CONFIRMED
6962977,5,CONFIRMED
6962977,5,CONFIRMED
6932987,2,CONFIRMED
6932987,2,CONFIRMED
9455556,2,CONFIRMED
9455556,2,CONFIRMED
9006449,3,CONFIRMED
9006449,3,CONFIRMED
9006449,3,CONFIRMED
11497958,5,CONFIRMED
11497958,5,CONFIRMED
11497958,5,CONFIRMED
11497958,5,CONFIRMED
11497958,5,CONFIRMED
11122894,3,CONFIRMED
11122894,3,CONFIRMED
11122894,3,CONFIRMED
11176127,3,CONFIRMED
11176127,3,CONFIRMED
11176127,3,CONFIRMED
11014932,4,CONFIRMED
11014932,4,CONFIRMED
11014932,4,CONFIRMED
11014932,4,CONFIRMED
3832474,2,CONFIRMED
3832474,2,CONFIRMED
11037335,2,CONFIRMED
11037335,2,CONFIRMED
11389771,3,CONFIRMED
11389771,3,CONFIRMED
11389771,3,CONFIRMED
7898352,2,CONFIRMED
7898352,2,CONFIRMED
7871954,2,CONFIRMED
7871954,2,CONFIRMED
5371776,4,CONFIRMED
5371776,4,CONFIRMED
5371776,4,CONFIRMED
5371776,4,CONFIRMED
5219234,4,CONFIRMED
5219234,4,CONFIRMED
5219234,4,CONFIRMED
5219234,4,CONFIRMED
5438099,4,CONFIRMED
5438099,4,CONFIRMED
5438099,4,CONFIRMED
5438099,4,CONFIRMED
5299459,2,CONFIRMED
5299459,2,CONFIRMED
5289854,2,CONFIRMED
5289854,2,CONFIRMED
10027323,2,CONFIRMED
10027323,2,CONFIRMED
9347899,3,CONFIRMED
9347899,3,CONFIRMED
9347899,3,CONFIRMED
10004738,3,CONFIRMED
10004738,3,CONFIRMED
10004738,3,CONFIRMED
10055126,3,CONFIRMED
10055126,3,CONFIRMED
10055126,3,CONFIRMED
6975129,3,CONFIRMED
6975129,3,CONFIRMED
11153121,2,CONFIRMED
11153121,2,CONFIRMED
6616218,2,CONFIRMED
6616218,2,CONFIRMED
7703955,2,CONFIRMED
7703955,2,CONFIRMED
8230616,2,CONFIRMED
8230616,2,CONFIRMED
3967760,2,CONFIRMED
3967760,2,CONFIRMED
9909735,2,CONFIRMED
9909735,2,CONFIRMED
4644952,3,CONFIRMED
4644952,3,CONFIRMED
4644952,3,CONFIRMED
9787239,5,CONFIRMED
9787239,5,CONFIRMED
9787239,5,CONFIRMED
9787239,5,CONFIRMED
9787239,5,CONFIRMED
9529744,3,CONFIRMED
9529744,3,CONFIRMED
8240797,2,CONFIRMED
8240797,2,CONFIRMED
8277797,2,CONFIRMED
8277797,2,CONFIRMED
2989404,2,CONFIRMED
2989404,2,CONFIRMED
11601584,4,CONFIRMED
11601584,4,CONFIRMED
11601584,4,CONFIRMED
11601584,4,CONFIRMED
11709244,3,CONFIRMED
11709244,3,CONFIRMED
11709244,3,CONFIRMED
9471268,3,CONFIRMED
9471268,3,CONFIRMED
9471268,3,CONFIRMED
8167996,3,CONFIRMED
8167996,3,CONFIRMED
8167996,3,CONFIRMED
4939346,2,CONFIRMED
4939346,2,CONFIRMED
8978528,2,CONFIRMED
8978528,2,CONFIRMED
9458613,5,CONFIRMED
9458613,5,CONFIRMED
9458613,5,CONFIRMED
9458613,5,CONFIRMED
9458613,5,CONFIRMED
8680979,2,CONFIRMED
8680979,2,CONFIRMED
4263293,3,CONFIRMED
4263293,3,CONFIRMED
4263293,3,CONFIRMED
10328393,3,CONFIRMED
10328393,3,CONFIRMED
10328393,3,CONFIRMED
5706966,2,CONFIRMED
5706966,2,CONFIRMED
10130039,3,CONFIRMED
10130039,3,CONFIRMED
10130039,3,CONFIRMED
9101496,2,CONFIRMED
9101496,2,CONFIRMED
6037581,3,CONFIRMED
6037581,3,CONFIRMED
6037581,3,CONFIRMED
10136549,2,CONFIRMED
10136549,2,CONFIRMED
5511081,4,CONFIRMED
5511081,4,CONFIRMED
5511081,4,CONFIRMED
5511081,4,CONFIRMED
10978763,3,CONFIRMED
10978763,3,CONFIRMED
10978763,3,CONFIRMED
5202905,2,CONFIRMED
5202905,2,CONFIRMED
7747425,4,CONFIRMED
7747425,4,CONFIRMED
7747425,4,CONFIRMED
7747425,4,CONFIRMED
9892816,4,CONFIRMED
9892816,4,CONFIRMED
9892816,4,CONFIRMED
9892816,4,CONFIRMED
6949061,2,CONFIRMED
6949061,2,CONFIRMED
9650808,2,CONFIRMED
9650808,2,CONFIRMED
9412760,2,CONFIRMED
9412760,2,CONFIRMED
9518318,2,CONFIRMED
9518318,2,CONFIRMED
11450414,3,CONFIRMED
11450414,3,CONFIRMED
11450414,3,CONFIRMED
5384079,2,CONFIRMED
5384079,2,CONFIRMED
8564674,2,CONFIRMED
8564674,2,CONFIRMED
4636578,3,CONFIRMED
4636578,3,CONFIRMED
4636578,3,CONFIRMED
7102316,3,CONFIRMED
7102316,3,CONFIRMED
7102316,3,CONFIRMED
9489524,3,CONFIRMED
9489524,3,CONFIRMED
9489524,3,CONFIRMED
6382217,2,CONFIRMED
6382217,2,CONFIRMED
6026438,3,CONFIRMED
6026438,3,CONFIRMED
6026438,3,CONFIRMED
7265298,2,CONFIRMED
7265298,2,CONFIRMED
2307415,2,CONFIRMED
2307415,2,CONFIRMED
8164257,3,CONFIRMED
8164257,3,CONFIRMED
8164257,3,CONFIRMED
10864531,2,CONFIRMED
10864531,2,CONFIRMED
6696580,3,CONFIRMED
6696580,3,CONFIRMED
6696580,3,CONFIRMED
11401755,2,CONFIRMED
11401755,2,CONFIRMED
8612275,2,CONFIRMED
8612275,2,CONFIRMED
9904006,2,CONFIRMED
9904006,2,CONFIRMED
10404582,2,CONFIRMED
10404582,2,CONFIRMED
6021193,3,CONFIRMED
6021193,3,CONFIRMED
6021193,3,CONFIRMED
10253547,2,CONFIRMED
10253547,2,CONFIRMED
11358389,2,CONFIRMED
11358389,2,CONFIRMED
11308499,2,CONFIRMED
11308499,2,CONFIRMED
11774991,2,CONFIRMED
11774991,2,CONFIRMED
9022166,2,CONFIRMED
9022166,2,CONFIRMED
10670119,2,CONFIRMED
10670119,2,CONFIRMED
8478994,2,CONFIRMED
8478994,2,CONFIRMED
5706595,3,CONFIRMED
5706595,3,CONFIRMED
3548044,2,CONFIRMED
3548044,2,CONFIRMED
11401767,3,CONFIRMED
11401767,3,CONFIRMED
11401767,3,CONFIRMED
12058204,2,CONFIRMED
12058204,2,CONFIRMED
6871071,3,CONFIRMED
6871071,3,CONFIRMED
6871071,3,CONFIRMED
10723367,2,CONFIRMED
10723367,2,CONFIRMED
3342794,2,CONFIRMED
3342794,2,CONFIRMED
3661886,2,CONFIRMED
3661886,2,CONFIRMED
9718066,2,CONFIRMED
9718066,2,CONFIRMED
3867615,2,CONFIRMED
3867615,2,CONFIRMED
11121752,2,CONFIRMED
11121752,2,CONFIRMED
8013439,3,CONFIRMED
8013439,3,CONFIRMED
8013439,3,CONFIRMED
9364290,2,CONFIRMED
9364290,2,CONFIRMED
3234598,2,CONFIRMED
3234598,2,CONFIRMED
8611832,2,CONFIRMED
8611832,2,CONFIRMED
11968463,5,CONFIRMED
11968463,5,CONFIRMED
11968463,5,CONFIRMED
11080405,2,CONFIRMED
11080405,2,CONFIRMED
9209624,2,CONFIRMED
9209624,2,CONFIRMED
8544992,2,CONFIRMED
8544992,2,CONFIRMED
8753896,2,CONFIRMED
8753896,2,CONFIRMED
9478990,1,CONFIRMED
5959719,2,CONFIRMED
5959719,2,CONFIRMED
12306058,2,CONFIRMED
12306058,2,CONFIRMED
7673841,2,CONFIRMED
7673841,2,CONFIRMED
8883329,2,CONFIRMED
8883329,2,CONFIRMED
12120307,3,CONFIRMED
12120307,3,CONFIRMED
12120307,3,CONFIRMED
8890150,2,CONFIRMED
8890150,2,CONFIRMED
11253827,2,CONFIRMED
11253827,2,CONFIRMED
6878240,2,CONFIRMED
6878240,2,CONFIRMED
5185897,3,CONFIRMED
5185897,3,CONFIRMED
5185897,3,CONFIRMED
5480640,3,CONFIRMED
5480640,3,CONFIRMED
5480640,3,CONFIRMED
11853905,1,CONFIRMED
10418224,1,CONFIRMED
5272233,2,CONFIRMED
5272233,2,CONFIRMED
12206313,3,CONFIRMED
12206313,3,CONFIRMED
12206313,3,CONFIRMED
7673192,4,CONFIRMED
7673192,4,CONFIRMED
7673192,4,CONFIRMED
7673192,4,CONFIRMED
9886361,3,CONFIRMED
9886361,3,CONFIRMED
9886361,3,CONFIRMED
3234843,2,CONFIRMED
3234843,2,CONFIRMED
8753657,2,CONFIRMED
8753657,2,CONFIRMED
11600889,1,CONFIRMED
10963065,1,CONFIRMED
9955598,1,CONFIRMED
9410930,1,CONFIRMED
8866102,1,CONFIRMED
11551692,3,CONFIRMED
11551692,3,CONFIRMED
11551692,3,CONFIRMED
7877496,1,CONFIRMED
10878263,2,CONFIRMED
10878263,2,CONFIRMED
3554031,3,CONFIRMED
3554031,3,CONFIRMED
4157325,4,CONFIRMED
4157325,4,CONFIRMED
4157325,4,CONFIRMED
7207061,2,CONFIRMED
7207061,2,CONFIRMED
3247268,2,CONFIRMED
3247268,2,CONFIRMED
12365184,1,CONFIRMED
8561063,3,CONFIRMED
8561063,3,CONFIRMED
8561063,3,CONFIRMED
8751933,1,CONFIRMED
9631995,1,CONFIRMED
9651668,1,CONFIRMED
11046458,1,CONFIRMED
5357901,1,CONFIRMED
11502867,1,CONFIRMED
7950644,1,CONFIRMED
5358624,1,CONFIRMED
9818381,1,CONFIRMED
11560897,2,CONFIRMED
11560897,2,CONFIRMED
7582689,3,CONFIRMED
7582689,3,CONFIRMED
7582689,3,CONFIRMED
10864656,1,CONFIRMED
5728139,1,CONFIRMED
7368664,1,CONFIRMED
7529266,1,CONFIRMED
8463346,2,CONFIRMED
8463346,2,CONFIRMED
8183288,1,CONFIRMED
6497146,1,CONFIRMED
8142787,1,CONFIRMED
9305831,1,CONFIRMED
6106282,1,CONFIRMED
11284772,1,CONFIRMED
4138008,1,CONFIRMED
11757451,1,CONFIRMED
6278762,5,CONFIRMED
6278762,5,CONFIRMED
6278762,5,CONFIRMED
6278762,5,CONFIRMED
6278762,5,CONFIRMED
9730163,2,CONFIRMED
9730163,2,CONFIRMED
8733898,3,CONFIRMED
8733898,3,CONFIRMED
8733898,3,CONFIRMED
11017901,1,CONFIRMED
5812701,1,CONFIRMED
6528464,2,CONFIRMED
6528464,2,CONFIRMED
5794240,1,CONFIRMED
12314973,3,CONFIRMED
12314973,3,CONFIRMED
12314973,3,CONFIRMED
8311864,1,CONFIRMED
3102384,1,CONFIRMED
8540376,1,CONFIRMED
9663113,2,CONFIRMED
9663113,2,CONFIRMED
